stem,root,class,mode,voice,modification,stem_IAST,root_IAST
baMhanIya,baMh,,fut,pass,,baṃhanīya,baṃh
baMhanIya,baMh,,fut,pass,caus,baṃhanīya,baṃh
baMhamAna,baMh,1,pres,atma,,baṃhamāna,baṃh
baMhayat,baMh,,pres,para,caus,baṃhayat,baṃh
baMhayamAna,baMh,,pres,atma,caus,baṃhayamāna,baṃh
baMhayitavya,baMh,,fut,pass,caus,baṃhayitavya,baṃh
baMhayizyat,baMh,,fut,para,caus,baṃhayiṣyat,baṃh
baMhayizyamAna,baMh,,fut,atma,,baṃhayiṣyamāna,baṃh
baMhayizyamAna,baMh,,fut,atma,caus,baṃhayiṣyamāna,baṃh
baMhitavat,baMh,,past,active,caus,baṃhitavat,baṃh
baMhitavya,baMh,,fut,pass,,baṃhitavya,baṃh
baMhita,baMh,,past,pass,caus,baṃhita,baṃh
baMhizyamAna,baMh,,fut,atma,,baṃhiṣyamāna,baṃh
baMhyamAna,baMh,,pres,pass,caus,baṃhyamāna,baṃh
baMhya,baMh,,fut,pass,,baṃhya,baṃh
baMhya,baMh,,fut,pass,caus,baṃhya,baṃh
badDavat,banD,,past,active,,baddhavat,bandh
badDa,banD,,past,pass,,baddha,bandh
baDnat,banD,9,pres,para,,badhnat,bandh
baDnAna,banD,9,pres,atma,,badhnāna,bandh
baDyamAna,banD,,pres,pass,,badhyamāna,bandh
bandDavya,banD,,fut,pass,,banddhavya,bandh
banDanIya,banD,,fut,pass,,bandhanīya,bandh
banDanIya,banD,,fut,pass,caus,bandhanīya,bandh
banDayat,banD,,pres,para,caus,bandhayat,bandh
banDayamAna,banD,,pres,atma,caus,bandhayamāna,bandh
banDayitavya,banD,,fut,pass,caus,bandhayitavya,bandh
banDayizyat,banD,,fut,para,caus,bandhayiṣyat,bandh
banDayizyamAna,banD,,fut,atma,,bandhayiṣyamāna,bandh
banDayizyamAna,banD,,fut,atma,caus,bandhayiṣyamāna,bandh
banDitavat,banD,,past,active,caus,bandhitavat,bandh
banDitavya,banD,,fut,pass,,bandhitavya,bandh
banDita,banD,,past,pass,caus,bandhita,bandh
banDizyat,banD,,fut,para,,bandhiṣyat,bandh
banDizyamAna,banD,,fut,atma,,bandhiṣyamāna,bandh
banDyamAna,banD,,pres,pass,caus,bandhyamāna,bandh
banDya,banD,,fut,pass,,bandhya,bandh
banDya,banD,,fut,pass,caus,bandhya,bandh
babaMhAna,baMh,,perf,atma,,babaṃhāna,baṃh
babanDAna,banD,,perf,atma,,babandhāna,bandh
babanDvas,banD,,perf,para,,babandhvas,bandh
babADAna,bAD,,perf,atma,,babādhāna,bādh
babADvas,bAD,,perf,para,,babādhvas,bādh
babAzpARa,bAzp,,perf,atma,,babāṣpāṇa,bāṣp
babAzpvas,bAzp,,perf,para,,babāṣpvas,bāṣp
babfhARa,bfh#1,,perf,atma,,babṛhāṇa,bṛh#1
babfhARa,bfh#2,,perf,atma,,babṛhāṇa,bṛh#2
babfhvas,bfh#1,,perf,para,,babṛhvas,bṛh#1
babfhvas,bfh#2,,perf,para,,babṛhvas,bṛh#2
baBakzARa,Bakz,,perf,atma,,babhakṣāṇa,bhakṣ
baBakzvas,Bakz,,perf,para,,babhakṣvas,bhakṣ
baBaYjAna,BaYj,,perf,atma,,babhañjāna,bhañj
baBaYjvas,BaYj,,perf,para,,babhañjvas,bhañj
baBaRAna,BaR,,perf,atma,,babhaṇāna,bhaṇ
baBaRqAna,BaRq,,perf,atma,,babhaṇḍāna,bhaṇḍ
baBaRqvas,BaRq,,perf,para,,babhaṇḍvas,bhaṇḍ
baBaRvas,BaR,,perf,para,,babhaṇvas,bhaṇ
baBandAna,Band,,perf,atma,,babhandāna,bhand
baBandvas,Band,,perf,para,,babhandvas,bhand
baBartsAna,Barts,,perf,atma,,babhartsāna,bharts
baBartsvas,Barts,,perf,para,,babhartsvas,bharts
baBazARa,Baz,,perf,atma,,babhaṣāṇa,bhaṣ
baBazvas,Baz,,perf,para,,babhaṣvas,bhaṣ
baBasat,Bas,3,pres,para,,babhasat,bhas
baBasAna,Bas,3,pres,atma,,babhasāna,bhas
baBasAna,Bas,,perf,atma,,babhasāna,bhas
baBasvas,Bas,,perf,para,,babhasvas,bhas
baBAna,BA#1,,perf,atma,,babhāna,bhā#1
baBAzARa,BAz,,perf,atma,,babhāṣāṇa,bhāṣ
baBAzvas,BAz,,perf,para,,babhāṣvas,bhāṣ
baBAsAna,BAs#1,,perf,atma,,babhāsāna,bhās#1
baBAsvas,BAs#1,,perf,para,,babhāsvas,bhās#1
baBivas,BA#1,,perf,para,,babhivas,bhā#1
baBUvas,BU#1,,perf,para,,babhūvas,bhū#1
baBUvAna,BU#1,,perf,atma,,babhūvāna,bhū#1
baBfjAna,Bfjj,,perf,atma,,babhṛjāna,bhṛjj
baBfjvas,Bfjj,,perf,para,,babhṛjvas,bhṛjj
baBfvas,Bf,,perf,para,,babhṛvas,bhṛ
baBraMSAna,BraMS,,perf,atma,,babhraṃśāna,bhraṃś
baBraMSvas,BraMS,,perf,para,,babhraṃśvas,bhraṃś
baBraRvas,Bram,,perf,para,,babhraṇvas,bhram
baBramARa,Bram,,perf,atma,,babhramāṇa,bhram
baBrAjAna,BrAj,,perf,atma,,babhrājāna,bhrāj
baBrAjvas,BrAj,,perf,para,,babhrājvas,bhrāj
baBrARa,Bf,,perf,atma,,babhrāṇa,bhṛ
barQavya,bfh#1,,fut,pass,,barḍhavya,bṛh#1
barQavya,bfh#2,,fut,pass,,barḍhavya,bṛh#2
barhaRIya,bfh#1,,fut,pass,,barhaṇīya,bṛh#1
barhaRIya,bfh#2,,fut,pass,,barhaṇīya,bṛh#2
balat,bal,1,pres,para,,balat,bal
balanIya,bal,,fut,pass,,balanīya,bal
balamAna,bal,1,pres,atma,,balamāna,bal
balitavya,bal,,fut,pass,,balitavya,bal
balizyat,bal,,fut,para,,baliṣyat,bal
balizyamAna,bal,,fut,atma,,baliṣyamāna,bal
balyamAna,bal,,pres,pass,,balyamāna,bal
balya,bal,,fut,pass,,balya,bal
bahyamAna,baMh,,pres,pass,,bahyamāna,baṃh
bAQavat,baMh,,past,active,,bāḍhavat,baṃh
bAQa,baMh,,past,pass,,bāḍha,baṃh
bAdDavya,bAD,,fut,pass,,bāddhavya,bādh
bADat,bAD,1,pres,para,,bādhat,bādh
bADanIya,bAD,,fut,pass,,bādhanīya,bādh
bADanIya,bAD,,fut,pass,caus,bādhanīya,bādh
bADamAna,bAD,1,pres,atma,,bādhamāna,bādh
bADayat,bAD,,pres,para,caus,bādhayat,bādh
bADayamAna,bAD,,pres,atma,caus,bādhayamāna,bādh
bADayitavya,bAD,,fut,pass,caus,bādhayitavya,bādh
bADayizyat,bAD,,fut,para,caus,bādhayiṣyat,bādh
bADayizyamAna,bAD,,fut,atma,,bādhayiṣyamāna,bādh
bADayizyamAna,bAD,,fut,atma,caus,bādhayiṣyamāna,bādh
bADitavat,bAD,,past,active,,bādhitavat,bādh
bADitavat,bAD,,past,active,caus,bādhitavat,bādh
bADita,bAD,,past,pass,,bādhita,bādh
bADita,bAD,,past,pass,caus,bādhita,bādh
bADyamAna,bAD,,pres,pass,,bādhyamāna,bādh
bADyamAna,bAD,,pres,pass,caus,bādhyamāna,bādh
bADya,bAD,,fut,pass,,bādhya,bādh
bADya,bAD,,fut,pass,caus,bādhya,bādh
bAzpaRIya,bAzp,,fut,pass,,bāṣpaṇīya,bāṣp
bAzpayizyat,bAzp,,fut,para,,bāṣpayiṣyat,bāṣp
bAzpayizyamAna,bAzp,,fut,atma,,bāṣpayiṣyamāna,bāṣp
bAzpAyat,bAzp,10,pres,para,,bāṣpāyat,bāṣp
bAzpAyamAna,bAzp,10,pres,atma,,bāṣpāyamāna,bāṣp
bAzpAyitavya,bAzp,,fut,pass,,bāṣpāyitavya,bāṣp
bAzpitavat,bAzp,,past,active,,bāṣpitavat,bāṣp
bAzpita,bAzp,,past,pass,,bāṣpita,bāṣp
bAzpyamAna,bAzp,,pres,pass,,bāṣpyamāna,bāṣp
bAzpya,bAzp,,fut,pass,,bāṣpya,bāṣp
bibIBatsAna,bAD,,perf,atma,desid,bibībhatsāna,bādh
biBikzARa,Baj,,perf,atma,desid,bibhikṣāṇa,bhaj
biBidAna,Bid#1,,perf,atma,,bibhidāna,bhid#1
biBidvas,Bid#1,,perf,para,,bibhidvas,bhid#1
biBIvas,BI#1,,perf,para,,bibhīvas,bhī#1
biByat,BI#1,3,pres,para,,bibhyat,bhī#1
biByAna,BI#1,3,pres,atma,,bibhyāna,bhī#1
biByAna,BI#1,,perf,atma,,bibhyāna,bhī#1
biBrat,Bf,3,pres,para,,bibhrat,bhṛ
biBrARa,Bf,3,pres,atma,,bibhrāṇa,bhṛ
bIBatsamAna,bAD,,pres,atma,desid,bībhatsamāna,bādh
bIBatsitavat,bAD,,past,active,desid,bībhatsitavat,bādh
bIBatsita,bAD,,past,pass,desid,bībhatsita,bādh
budDavat,buD#1,,past,active,,buddhavat,budh#1
budDa,buD#1,,past,pass,,buddha,budh#1
buDyat,buD#1,4,pres,para,,budhyat,budh#1
buDyamAna,buD#1,4,pres,atma,,budhyamāna,budh#1
buDyamAna,buD#1,,pres,pass,,budhyamāna,budh#1
bubuDAna,buD#1,,perf,atma,,bubudhāna,budh#1
bubuDvas,buD#1,,perf,para,,bubudhvas,budh#1
bubuBukzvas,Buj#2,,perf,para,desid,bububhukṣvas,bhuj#2
bubuButsAna,buD#1,,perf,atma,desid,bububhutsāna,budh#1
bubuButsvas,buD#1,,perf,para,desid,bububhutsvas,budh#1
bubrUvas,brU,,perf,para,,bubrūvas,brū
bubrvARa,brU,,perf,atma,,bubrvāṇa,brū
buBukzaRIya,Buj#2,,fut,pass,desid,bubhukṣaṇīya,bhuj#2
buBukzat,Buj#2,,pres,para,desid,bubhukṣat,bhuj#2
buBukzitavat,Buj#2,,past,active,desid,bubhukṣitavat,bhuj#2
buBukzita,Buj#2,,past,pass,desid,bubhukṣita,bhuj#2
buBujAna,Buj#2,,perf,atma,,bubhujāna,bhuj#2
buBujvas,Buj#1,,perf,para,,bubhujvas,bhuj#1
buBujvas,Buj#2,,perf,para,,bubhujvas,bhuj#2
buButsat,buD#1,,pres,para,desid,bubhutsat,budh#1
buButsanIya,buD#1,,fut,pass,desid,bubhutsanīya,budh#1
buButsamAna,buD#1,,pres,atma,desid,bubhutsamāna,budh#1
buButsitavat,buD#1,,past,active,desid,bubhutsitavat,budh#1
buButsita,buD#1,,past,pass,desid,bubhutsita,budh#1
buBUzARa,BUz,,perf,atma,,bubhūṣāṇa,bhūṣ
buBUzvas,BUz,,perf,para,,bubhūṣvas,bhūṣ
bfMhaRIya,bfh#1,,fut,pass,caus,bṛṃhaṇīya,bṛh#1
bfMhat,bfh#1,1,pres,para,,bṛṃhat,bṛh#1
bfMhamAna,bfh#1,1,pres,atma,,bṛṃhamāna,bṛh#1
bfMhayat,bfh#1,,pres,para,caus,bṛṃhayat,bṛh#1
bfMhayamAna,bfh#1,,pres,atma,caus,bṛṃhayamāna,bṛh#1
bfMhayitavya,bfh#1,,fut,pass,caus,bṛṃhayitavya,bṛh#1
bfMhayizyat,bfh#1,,fut,para,caus,bṛṃhayiṣyat,bṛh#1
bfMhayizyamAna,bfh#1,,fut,atma,,bṛṃhayiṣyamāna,bṛh#1
bfMhayizyamAna,bfh#1,,fut,atma,caus,bṛṃhayiṣyamāna,bṛh#1
bfMhitavat,bfh#1,,past,active,,bṛṃhitavat,bṛh#1
bfMhitavat,bfh#1,,past,active,caus,bṛṃhitavat,bṛh#1
bfMhita,bfh#1,,past,pass,,bṛṃhita,bṛh#1
bfMhita,bfh#1,,past,pass,caus,bṛṃhita,bṛh#1
bfMhyamAna,bfh#1,,pres,pass,caus,bṛṃhyamāna,bṛh#1
bfMhya,bfh#1,,fut,pass,caus,bṛṃhya,bṛh#1
bfQavat,bfh#2,,past,active,,bṛḍhavat,bṛh#2
bfQa,bfh#2,,past,pass,,bṛḍha,bṛh#2
bfhat,bfh#2,6,pres,para,,bṛhat,bṛh#2
bfhamAna,bfh#2,6,pres,atma,,bṛhamāna,bṛh#2
bfhyamAna,bfh#1,,pres,pass,,bṛhyamāna,bṛh#1
bfhyamAna,bfh#2,,pres,pass,,bṛhyamāna,bṛh#2
bfhya,bfh#1,,fut,pass,,bṛhya,bṛh#1
bfhya,bfh#2,,fut,pass,,bṛhya,bṛh#2
belAna,bal,,perf,atma,,belāna,bal
belivas,bal,,perf,para,,belivas,bal
bodDavya,buD#1,,fut,pass,,boddhavya,budh#1
boDat,buD#1,1,pres,para,,bodhat,budh#1
boDanIya,buD#1,,fut,pass,,bodhanīya,budh#1
boDanIya,buD#1,,fut,pass,caus,bodhanīya,budh#1
boDamAna,buD#1,1,pres,atma,,bodhamāna,budh#1
boDayat,buD#1,,pres,para,caus,bodhayat,budh#1
boDayamAna,buD#1,,pres,atma,caus,bodhayamāna,budh#1
boDayitavya,buD#1,,fut,pass,caus,bodhayitavya,budh#1
boDayizyat,buD#1,,fut,para,caus,bodhayiṣyat,budh#1
boDayizyamAna,buD#1,,fut,atma,,bodhayiṣyamāna,budh#1
boDayizyamAna,buD#1,,fut,atma,caus,bodhayiṣyamāna,budh#1
boDitavat,buD#1,,past,active,caus,bodhitavat,budh#1
boDita,buD#1,,past,pass,caus,bodhita,budh#1
boDyamAna,buD#1,,pres,pass,caus,bodhyamāna,budh#1
boDya,buD#1,,fut,pass,,bodhya,budh#1
boDya,buD#1,,fut,pass,caus,bodhya,budh#1
boBavat,BU#1,,pres,para,intens,bobhavat,bhū#1
boBuDat,buD#1,,pres,para,intens,bobhudhat,budh#1
boBUyamAna,BU#1,,pres,atma,intens,bobhūyamāna,bhū#1
bravaRIya,brU,,fut,pass,,bravaṇīya,brū
bravitavya,brU,,fut,pass,,bravitavya,brū
bravizyat,brU,,fut,para,,braviṣyat,brū
bravizyamAna,brU,,fut,atma,,braviṣyamāna,brū
bruvat,brU,2,pres,para,,bruvat,brū
bruvat,brU,6,pres,para,,bruvat,brū
bruvamAna,brU,6,pres,atma,,bruvamāna,brū
bruvARa,brU,2,pres,atma,,bruvāṇa,brū
brUtavat,brU,,past,active,,brūtavat,brū
brUta,brU,,past,pass,,brūta,brū
brUyamAna,brU,,pres,pass,,brūyamāna,brū
broya,brU,,fut,pass,,broya,brū
BaHsyat,Bas,,fut,para,,bhaḥsyat,bhas
BaHsyamAna,Bas,,fut,atma,,bhaḥsyamāna,bhas
Baktavat,Baj,,past,active,,bhaktavat,bhaj
Baktavya,Baj,,fut,pass,,bhaktavya,bhaj
Bakta,Baj,,past,pass,,bhakta,bhaj
BakzaRIya,Bakz,,fut,pass,,bhakṣaṇīya,bhakṣ
BakzaRIya,Bakz,,fut,pass,caus,bhakṣaṇīya,bhakṣ
Bakzat,Bakz,1,pres,para,,bhakṣat,bhakṣ
BakzamAna,Bakz,1,pres,atma,,bhakṣamāna,bhakṣ
Bakzayat,Bakz,,pres,para,caus,bhakṣayat,bhakṣ
BakzayamAna,Bakz,,pres,atma,caus,bhakṣayamāna,bhakṣ
Bakzayitavya,Bakz,,fut,pass,caus,bhakṣayitavya,bhakṣ
Bakzayizyat,Bakz,,fut,para,caus,bhakṣayiṣyat,bhakṣ
BakzayizyamAna,Bakz,,fut,atma,,bhakṣayiṣyamāna,bhakṣ
BakzayizyamAna,Bakz,,fut,atma,caus,bhakṣayiṣyamāna,bhakṣ
Bakzitavat,Bakz,,past,active,,bhakṣitavat,bhakṣ
Bakzitavat,Bakz,,past,active,caus,bhakṣitavat,bhakṣ
Bakzita,Bakz,,past,pass,,bhakṣita,bhakṣ
Bakzita,Bakz,,past,pass,caus,bhakṣita,bhakṣ
Bakzyat,Bakz,,fut,para,,bhakṣyat,bhakṣ
Bakzyat,Baj,,fut,para,,bhakṣyat,bhaj
Bakzyat,Baz,,fut,para,,bhakṣyat,bhaṣ
BakzyamAna,Bakz,,fut,atma,,bhakṣyamāna,bhakṣ
BakzyamAna,Bakz,,pres,pass,,bhakṣyamāna,bhakṣ
BakzyamAna,Bakz,,pres,pass,caus,bhakṣyamāna,bhakṣ
BakzyamAna,Baj,,fut,atma,,bhakṣyamāna,bhaj
BakzyamAna,Baz,,fut,atma,,bhakṣyamāna,bhaṣ
Bakzya,Bakz,,fut,pass,,bhakṣya,bhakṣ
Bakzya,Bakz,,fut,pass,caus,bhakṣya,bhakṣ
Bagnavat,BaYj,,past,active,,bhagnavat,bhañj
Bagna,BaYj,,past,pass,,bhagna,bhañj
BaNktavya,BaYj,,fut,pass,,bhaṅktavya,bhañj
BaNkzyat,BaYj,,fut,para,,bhaṅkṣyat,bhañj
BaNkzyamAna,BaYj,,fut,atma,,bhaṅkṣyamāna,bhañj
Bajat,Baj,1,pres,para,,bhajat,bhaj
BajanIya,Baj,,fut,pass,,bhajanīya,bhaj
BajamAna,Baj,1,pres,atma,,bhajamāna,bhaj
Bajitavya,Baj,,fut,pass,,bhajitavya,bhaj
Bajizyat,Baj,,fut,para,,bhajiṣyat,bhaj
BajizyamAna,Baj,,fut,atma,,bhajiṣyamāna,bhaj
BajyamAna,Baj,,pres,pass,,bhajyamāna,bhaj
BajyamAna,BaYj,,pres,pass,,bhajyamāna,bhañj
Bajya,Baj,,fut,pass,,bhajya,bhaj
BaYjat,BaYj,7,pres,para,,bhañjat,bhañj
BaYjanIya,BaYj,,fut,pass,,bhañjanīya,bhañj
BaYjanIya,BaYj,,fut,pass,caus,bhañjanīya,bhañj
BaYjayat,BaYj,,pres,para,caus,bhañjayat,bhañj
BaYjayamAna,BaYj,,pres,atma,caus,bhañjayamāna,bhañj
BaYjayitavya,BaYj,,fut,pass,caus,bhañjayitavya,bhañj
BaYjayizyat,BaYj,,fut,para,caus,bhañjayiṣyat,bhañj
BaYjayizyamAna,BaYj,,fut,atma,,bhañjayiṣyamāna,bhañj
BaYjayizyamAna,BaYj,,fut,atma,caus,bhañjayiṣyamāna,bhañj
BaYjAna,BaYj,7,pres,atma,,bhañjāna,bhañj
BaYjitavat,BaYj,,past,active,caus,bhañjitavat,bhañj
BaYjita,BaYj,,past,pass,caus,bhañjita,bhañj
BaYjyamAna,BaYj,,pres,pass,caus,bhañjyamāna,bhañj
BaYjya,BaYj,,fut,pass,,bhañjya,bhañj
BaYjya,BaYj,,fut,pass,caus,bhañjya,bhañj
BaRat,BaR,1,pres,para,,bhaṇat,bhaṇ
BaRanIya,BaR,,fut,pass,,bhaṇanīya,bhaṇ
BaRamAna,BaR,1,pres,atma,,bhaṇamāna,bhaṇ
BaRitavat,BaR,,past,active,,bhaṇitavat,bhaṇ
BaRita,BaR,,past,pass,,bhaṇita,bhaṇ
BaRwwavya,BaRq,,fut,pass,,bhaṇṭṭavya,bhaṇḍ
BaRqat,BaRq,1,pres,para,,bhaṇḍat,bhaṇḍ
BaRqanIya,BaRq,,fut,pass,,bhaṇḍanīya,bhaṇḍ
BaRqamAna,BaRq,1,pres,atma,,bhaṇḍamāna,bhaṇḍ
BaRqitavat,BaRq,,past,active,,bhaṇḍitavat,bhaṇḍ
BaRqita,BaRq,,past,pass,,bhaṇḍita,bhaṇḍ
BaRqyamAna,BaRq,,pres,pass,,bhaṇḍyamāna,bhaṇḍ
BaRqya,BaRq,,fut,pass,,bhaṇḍya,bhaṇḍ
BaRqsyat,BaRq,,fut,para,,bhaṇḍsyat,bhaṇḍ
BaRqsyamAna,BaRq,,fut,atma,,bhaṇḍsyamāna,bhaṇḍ
BaRtavya,BaR,,fut,pass,,bhaṇtavya,bhaṇ
BaRyamAna,BaR,,pres,pass,,bhaṇyamāna,bhaṇ
BaRya,BaR,,fut,pass,,bhaṇya,bhaṇ
BaRsyat,BaR,,fut,para,,bhaṇsyat,bhaṇ
BaRsyamAna,BaR,,fut,atma,,bhaṇsyamāna,bhaṇ
Banttavya,Band,,fut,pass,,bhanttavya,bhand
Bantsyat,Band,,fut,para,,bhantsyat,bhand
Bantsyat,banD,,fut,para,,bhantsyat,bandh
BantsyamAna,Band,,fut,atma,,bhantsyamāna,bhand
BantsyamAna,banD,,fut,atma,,bhantsyamāna,bandh
Bandat,Band,1,pres,para,,bhandat,bhand
BandanIya,Band,,fut,pass,,bhandanīya,bhand
BandamAna,Band,1,pres,atma,,bhandamāna,bhand
Banditavat,Band,,past,active,,bhanditavat,bhand
Bandita,Band,,past,pass,,bhandita,bhand
BandyamAna,Band,,pres,pass,,bhandyamāna,bhand
Bandya,Band,,fut,pass,,bhandya,bhand
BayanIya,BI#1,,fut,pass,,bhayanīya,bhī#1
BaraRIya,Bf,,fut,pass,,bharaṇīya,bhṛ
Barat,Bf,1,pres,para,,bharat,bhṛ
BaramAna,Bf,1,pres,atma,,bharamāna,bhṛ
Barizyat,Bf,,fut,para,,bhariṣyat,bhṛ
BarizyamAna,Bf,,fut,atma,,bhariṣyamāna,bhṛ
Barkzyat,Bfjj,,fut,para,,bharkṣyat,bhṛjj
Barkzyat,bfh#1,,fut,para,,bharkṣyat,bṛh#1
Barkzyat,bfh#2,,fut,para,,bharkṣyat,bṛh#2
BarkzyamAna,Bfjj,,fut,atma,,bharkṣyamāna,bhṛjj
BarkzyamAna,bfh#1,,fut,atma,,bharkṣyamāna,bṛh#1
BarkzyamAna,bfh#2,,fut,atma,,bharkṣyamāna,bṛh#2
BarjanIya,Bfjj,,fut,pass,,bharjanīya,bhṛjj
Bartavya,Bf,,fut,pass,,bhartavya,bhṛ
BartsanIya,Barts,,fut,pass,,bhartsanīya,bharts
Bartsayat,Barts,10,pres,para,,bhartsayat,bharts
BartsayamAna,Barts,10,pres,atma,,bhartsayamāna,bharts
Bartsayitavya,Barts,,fut,pass,,bhartsayitavya,bharts
Bartsitavat,Barts,,past,active,,bhartsitavat,bharts
Bartsita,Barts,,past,pass,,bhartsita,bharts
Bartsyat,Barts,,fut,para,,bhartsyat,bharts
BartsyamAna,Barts,,fut,atma,,bhartsyamāna,bharts
BartsyamAna,Barts,,pres,pass,,bhartsyamāna,bharts
Bartsya,Barts,,fut,pass,,bhartsya,bharts
Barzwavya,Bfjj,,fut,pass,,bharṣṭavya,bhṛjj
Bavat,BU#1,1,pres,para,,bhavat,bhū#1
BavanIya,BU#1,,fut,pass,,bhavanīya,bhū#1
BavamAna,BU#1,1,pres,atma,,bhavamāna,bhū#1
Bavitavya,BU#1,,fut,pass,,bhavitavya,bhū#1
Bavizyat,BU#1,,fut,para,,bhaviṣyat,bhū#1
BavizyamAna,BU#1,,fut,atma,,bhaviṣyamāna,bhū#1
BazaRIya,Baz,,fut,pass,,bhaṣaṇīya,bhaṣ
Bazat,Baz,1,pres,para,,bhaṣat,bhaṣ
BazamAna,Baz,1,pres,atma,,bhaṣamāna,bhaṣ
Bazwavat,Baz,,past,active,,bhaṣṭavat,bhaṣ
Bazwavya,Baz,,fut,pass,,bhaṣṭavya,bhaṣ
Bazwavya,Bakz,,fut,pass,,bhaṣṭavya,bhakṣ
Bazwa,Baz,,past,pass,,bhaṣṭa,bhaṣ
BazyamAna,Baz,,pres,pass,,bhaṣyamāna,bhaṣ
Bazya,Baz,,fut,pass,,bhaṣya,bhaṣ
BasanIya,Bas,,fut,pass,,bhasanīya,bhas
Basitavat,Bas,,past,active,,bhasitavat,bhas
Basita,Bas,,past,pass,,bhasita,bhas
Bastavya,Bas,,fut,pass,,bhastavya,bhas
BasyamAna,Bas,,pres,pass,,bhasyamāna,bhas
Basya,Bas,,fut,pass,,bhasya,bhas
BAHsyat,BAs#1,,fut,para,,bhāḥsyat,bhās#1
BAHsyamAna,BAs#1,,fut,atma,,bhāḥsyamāna,bhās#1
BAkzyat,BAz,,fut,para,,bhākṣyat,bhāṣ
BAkzyamAna,BAz,,fut,atma,,bhākṣyamāna,bhāṣ
BAtavat,BA#1,,past,active,,bhātavat,bhā#1
BAtavya,BA#1,,fut,pass,,bhātavya,bhā#1
BAta,BA#1,,past,pass,,bhāta,bhā#1
BAtsyat,bAD,,fut,para,,bhātsyat,bādh
BAtsyamAna,bAD,,fut,atma,,bhātsyamāna,bādh
BAna,BA#1,2,pres,atma,,bhāna,bhā#1
BAnIya,BA#1,,fut,pass,,bhānīya,bhā#1
BAyanIya,BI#1,,fut,pass,caus,bhāyanīya,bhī#1
BAyamAna,BA#1,,pres,pass,,bhāyamāna,bhā#1
BAyayat,BI#1,,pres,para,caus,bhāyayat,bhī#1
BAyayamAna,BI#1,,pres,atma,caus,bhāyayamāna,bhī#1
BAyayitavya,BI#1,,fut,pass,caus,bhāyayitavya,bhī#1
BAyayizyat,BI#1,,fut,para,caus,bhāyayiṣyat,bhī#1
BAyayizyamAna,BI#1,,fut,atma,,bhāyayiṣyamāna,bhī#1
BAyayizyamAna,BI#1,,fut,atma,caus,bhāyayiṣyamāna,bhī#1
BAyitavat,BI#1,,past,active,caus,bhāyitavat,bhī#1
BAyita,BI#1,,past,pass,caus,bhāyita,bhī#1
BAyyamAna,BI#1,,pres,pass,caus,bhāyyamāna,bhī#1
BAyya,BI#1,,fut,pass,caus,bhāyya,bhī#1
BAraRIya,Bf,,fut,pass,caus,bhāraṇīya,bhṛ
BArayat,Bf,,pres,para,caus,bhārayat,bhṛ
BArayamAna,Bf,,pres,atma,caus,bhārayamāna,bhṛ
BArayitavya,Bf,,fut,pass,caus,bhārayitavya,bhṛ
BArayizyat,Bf,,fut,para,caus,bhārayiṣyat,bhṛ
BArayizyamAna,Bf,,fut,atma,,bhārayiṣyamāna,bhṛ
BArayizyamAna,Bf,,fut,atma,caus,bhārayiṣyamāna,bhṛ
BAritavat,Bf,,past,active,caus,bhāritavat,bhṛ
BArita,Bf,,past,pass,caus,bhārita,bhṛ
BAryamAna,Bf,,pres,pass,caus,bhāryamāna,bhṛ
BArya,Bf,,fut,pass,,bhārya,bhṛ
BArya,Bf,,fut,pass,caus,bhārya,bhṛ
BAvanIya,BU#1,,fut,pass,caus,bhāvanīya,bhū#1
BAvayat,BU#1,,pres,para,caus,bhāvayat,bhū#1
BAvayamAna,BU#1,,pres,atma,caus,bhāvayamāna,bhū#1
BAvayitavya,BU#1,,fut,pass,caus,bhāvayitavya,bhū#1
BAvayizyat,BU#1,,fut,para,caus,bhāvayiṣyat,bhū#1
BAvayizyamAna,BU#1,,fut,atma,,bhāvayiṣyamāna,bhū#1
BAvayizyamAna,BU#1,,fut,atma,caus,bhāvayiṣyamāna,bhū#1
BAvitavat,BU#1,,past,active,caus,bhāvitavat,bhū#1
BAvita,BU#1,,past,pass,caus,bhāvita,bhū#1
BAvyamAna,BU#1,,pres,pass,caus,bhāvyamāna,bhū#1
BAvya,BU#1,,fut,pass,,bhāvya,bhū#1
BAvya,BU#1,,fut,pass,caus,bhāvya,bhū#1
BAzaRIya,BAz,,fut,pass,,bhāṣaṇīya,bhāṣ
BAzat,BAz,1,pres,para,,bhāṣat,bhāṣ
BAzamAna,BAz,1,pres,atma,,bhāṣamāna,bhāṣ
BAzitavat,BAz,,past,active,,bhāṣitavat,bhāṣ
BAzita,BAz,,past,pass,,bhāṣita,bhāṣ
BAzwavya,BAz,,fut,pass,,bhāṣṭavya,bhāṣ
BAzyamAna,BAz,,pres,pass,,bhāṣyamāna,bhāṣ
BAzya,BAz,,fut,pass,,bhāṣya,bhāṣ
BAsat,BAs#1,1,pres,para,,bhāsat,bhās#1
BAsanIya,BAs#1,,fut,pass,,bhāsanīya,bhās#1
BAsanIya,BAs#1,,fut,pass,caus,bhāsanīya,bhās#1
BAsamAna,BAs#1,1,pres,atma,,bhāsamāna,bhās#1
BAsayat,BAs#1,,pres,para,caus,bhāsayat,bhās#1
BAsayamAna,BAs#1,,pres,atma,caus,bhāsayamāna,bhās#1
BAsayitavya,BAs#1,,fut,pass,caus,bhāsayitavya,bhās#1
